titulo,subtitulo,primer_parrafo,seccion
Se desprendió de la Antártida un iceberg siete veces más grande que CABA ,Una fuerte marea agrandó una grieta en la plataforma de hielo,"Un iceberg de 1.550 kilómetros cuadrados, superficie equivalente a siete veces la Ciudad de Buenos Aires, se desprendió el domingo de la Antártida, informó hoy un grupo de científicos británicos.""Aunque la región se encuentra amenazada por el calentamiento global, el desprendimiento no se debe al cambio climático"", señaló el British Antarctic Survey (BAS), un organismo que investiga las regiones polares.""El bloque de hielo, de 1.550 km cuadrados, se desprendió de la banquisa entre las 19 y las 20 del domingo, después de que una fuerte marea ensanchara una grieta que ya existía en la plataforma de hielo"", precisó el BAS.",Sociedad
Cuándo son el inicio de clases y las vacaciones de invierno 2023,Calendario escolar provincia por provincia,"En el Consejo Federal de Educación (CFE), los ministros educativos de todo el país comenzaron a determinar a la fecha de inicio de clases de cada una de las jurisdicciones.",Sociedad
Crimen de Fernando Báez Sosa: comienza la etapa de alegatos,Último tramo del juicio a los ocho rugbiers,"El 2 de enero comenzó en los Tribunales de Dolores el juicio contra los ocho rugbiers imputados por el asesinato de Fernando Báez Sosa, que tenía 18 años cuando fue atacado a golpes a la salida de un boliche en Villa Gesell, y murió. Luego de tres semanas de audiencias en las que declararon testigos, peritos y acusados, el juicio entra en su etapa final. ",Sociedad
Efemérides de hoy: qué pasó un 23 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 23 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Un detenido y un prófugo por un femicidio en La Plata,"El acusado del crimen era pareja de la víctima, y otro hombre fue detenido como cómplice","Una mujer de 26 años fue asesinada a golpes, el sábado por la noche, en una casa quinta de la localidad bonaerense de Lisandro Olmos, partido de La Plata. Su pareja, quien está acusado de ser autor del crimen, permanece prófugo. Ambos habían llegado para trabajar desde la provincia de Chaco, indicaron fuentes policiales.",Sociedad
Badía iluminado,La diputada Gisela Marziotta reinauguró la obra de Alejandro Marmo en Pinamar,"Con la imagen de luz del emblemático locutor y presentador Juan Alberto Badía detrás suyo, la diputada del Frente de Todos Gisela Marziotta reinauguró la obra ""Badía iluminado"", de Alejandro Marmo, en la rotonda de Bunge y Avenida del Mar, en Pinamar. A su alrededor, cientos de personas se congregaron con un ""bocinazo"" desde sus vehículos, o de pie para bailar temas de los Beatles, la banda favorita del afamado periodista argentino. “Estamos recordando a un ícono de la radiofonía y de la cultura argentina, quien es, además, un emblema para la ciudad de Pinamar. Badía fue una persona que apostó a construir el periodismo, con nuevas formas de hacer radio, generó puestos de trabajo y siempre colaboró en la difusión de los músicos y artistas de Argentina”, sostuvo Marziotta luego del acto, que se realizó a las 20:30 horas de este domingo. La iniciativa es parte de un recorrido cultural del Grupo Octubre que junto al artista Alejandro Marmo emplazan esculturas en hierro de distintas personalidades de la cultura popular argentina a lo largo y ancho del país. Todos los iluminados se encienden al caer la tarde como homenaje a estos grandes hombres y mujeres iluminadores. a Intersección Bunge y avenida del Mar era el espacio en el que se instalaba Juan Alberto Badía todos los veranos con su Estudio Playa 98.1 y desde el que transmitía su programa, que se transformó en un clásico de la ciudad balnearia. Algunos años después de su muerte, la radio estuvo a punto de cerrar, pero fue salvada por Guillermo “el Pelado” López, quien participó de la reinauguración este domingo y quien convocó a acompañar con el bocinazo. Uno de los momentos más emotivos de la tarde-noche fue cuando las personas que participaban del bocinazo bajaron de sus autos y se sumaron a quienes a la salida de la playa empezaron a bailar canciones de los Beatles, banda de la que Badía fue fanático desde muy joven. El conductor, que tuvo un rol clave en la promoción de bandas emblemáticas del rock nacional en la década del ochenta con su programa “Badía y compañía”, pudo cumplir el sueño de entrevistar a Paul McCartney y a George Harrison, dos de los cuatro fantásticos de Liverpool. La obra iluminada y la música de los Beatles fueron el homenaje perfecto para un hombre que siempre apostó por el arte.",Sociedad
Debate sobre las fotomultas y los límites a su intromisión en la intimidad,Expertos analizan si pesa más el control de las infracciones para evitar siniestros o la defensa de la intimidad,"La semana pasada el GCBA dio a conocer la disposición que permite a las cámaras de fotomultas tomar imágenes del interior de los autos que, según aseguran, permitirán determinar se si se utiliza el celular al conducir, o si no se tiene abrochado el cinturón de seguridad. La disposición regirá desde febrero. La reglamentación disparó un debate sobre las consecuencias que podría acarrear a los conductores las imágenes tomadas, desde el punto de vista de la violación a la intimidad.",Sociedad
Aborto: Joe Biden y Kamala Harris dan batalla al fallo antiabortista de la Corte,A 50 años del fallo Roe vs Wade del máximo tribunal de EE.UU.,"El presidente de Estados Unidos, Joe Biden, y su vicepresidenta, Kamala Harris, prometieron este domingo luchar por el derecho al aborto cuando se cumplen 50 años del fallo de la Suprema Corte que lo garantizó hasta su revocación meses atrás.",Sociedad
Aborto en Brasil: apoyo del feminismo a la revocación de una normativa bolsonarista,La decisión de Lula fue apoyada por las mujeres y denunciada por los ultraderechistas de Bolsonaro,"La decisión del presidente de Brasil, Luiz Inácio Lula da Silva, de revocar una normativa dictada por la administración del ultraderechista Jair Bolsonaro, que ponía trabas al acceso al aborto, incluso en los casos amparados por la ley, y de disponer la salida de un pacto internacional ""antiaborto"", fue bien recibida por el feminismo y a la vez recibió críticas de los sectores religiosos, que lo acusan de no respetar promesas electorales.",Sociedad
Femicidio en Moreno: se negó a declarar el acusado de matar y descuartizar a su pareja,Juan Sanabria Báez había confesado el crimen después de denunciar el supuesto secuestro de Nilda González,"Juan Darío Sanabria Báez (36), acusado de asesinar a su pareja y madre de sus cinco hijos, y luego descuartizar y arrojar partes del cuerpo en un campo del partido bonaerense de Moreno, se negó a declarar y continuará detenido, informaron fuentes judiciales. El hombre se había quebrado y confesado el crimen, tras denunciar el supuesto secuestro de su víctima.",Sociedad
El SMN emitió alerta amarilla para nueve provincias ,Por tormentas,El Servicio Meteorológico Nacional (SMN) informó este domingo a la mañana que nueve provincias del país se encuentran bajo alerta amarilla por tormentas.,Sociedad
Efemérides de hoy: qué pasó un 22 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 22 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Salta: investigarán a los médicos del hospital que no atendió a una parturienta,La mujer dio a luz a una beba en la calle ,"El Gobierno de Salta inició una investigación e instruyó un sumario administrativo por el caso de una mujer parturienta que el jueves llegó con su marido al Hospital Papa Fancisco de la ciudad capital y no recibió asistencia médica para dar a luz, por lo que tuvo que hacerlo sola en la calle, luego de que ""empleadas del hospital"" le dijeran al hombre que ""no tenían personal"" y que debía llevarla a otro centro asistencial.",Sociedad
He Jiankui: la historia del Frankenstein chino cuyos experimentos caminan entre la revolución y el terror,Salió de la cárcel y ahora reúne fondos para curar enfermedades raras,"En noviembre de 2018, el mundo conoció a He Jiankui porque, a través de YouTube, el apodado “Frankenstein chino” comentaba los detalles de un experimento revolucionario. A través de las tijeras genéticas (Crispr Cas-9), había conseguido modificar los genes de embriones humanos y evitar que gemelas nacieran con VIH. A pesar de que la noticia, en primera instancia, parecía transformar por completo el campo de la medicina y abría las puertas de una nueva era, al poco tiempo se supo que el equipo de la Southern University of Science and Technology of China había infringido todas las reglas bioéticas habidas y por haber. Tras ser denunciado, en 2019 fue declarado culpable por un tribunal de Shenzhen y debió cumplir tres años de prisión. En abril de 2022 fue excarcelado y lo primero que hizo fue montar una empresa de base tecnológica para curar la distrofia muscular de Duchenne. En redes, vuelve a mover el avispero y solicita fondos para el objetivo que planea conseguir en tan solo tres años. ",Sociedad
Denunció la desaparición de su esposa y después confesó que la mató y la descuartizó,Femicidio en Moreno ,"Un albañil de 36 años descuartizó a su esposa de 29 y repartió las extremidades por un campo cerca de la Ruta 24. Horas más tarde, para intentar encubrir el crimen se presentó en la comisaría y denunció que la madre de sus hijos había sido secuestrada y que lo estaban extorsionando para que pague un rescate. A través de Twitter, Alberto Fernández manifestó sobre el caso: ""La violencia machista hiere a toda nuestra sociedad. Estamos comprometidos con la búsqueda de la igualdad y vamos a redoblar nuestros esfuerzos para que no haya más Nildas a las que lloremos como hoy"". En tanto que la ministra de Mujeres tuiteó: ""No aparecemos muertas, ¡nos matan! El femicidio de Nilda hoy nos llena de rabia y nos moviliza. Abrazo con todas mis fuerzas a su familia y a toda la comunidad de Moreno. No es una noticia más, porque la violencia machista no es un hecho aislado"". ",Sociedad
Qué dijeron los rugbiers que mataron a Fernando Báez Sosa,El rompecabezas de declaraciones de los acusados,"Las voces de los cinco acusados que declararon en el juicio por el crimen de Fernando Báez Sosa son piezas de un rompecabezas. Aisladas, solo representan lo propio: un intento de cada imputado por desligarse de acusaciones puntuales efectuadas contra ellos. Juntas, conforman un relato unificado de la versión de los hechos propuesta por la defensa: un forcejeo en un boliche, una borrachera y una ""pelea"" con desenlace fatal. En los alegatos, la versión deberá esquivar el obstáculo de todas las pruebas y los testimonios que la contradicen.",Sociedad
La toma de conciencia como medida de prevención social,"Ley Fernando, para prevenir la violencia entre los jóvenes","Prevenir la violencia como política pública se presenta estos días como una necesidad imperiosa para dar respuesta desde el Estado, ante el impacto social provocado por el asesinato de Fernando Báez Sosa. Y amplificado por el juicio que expone --aunque tres años después de lo ocurrido--, la magnitud del homicidio que escala desde la esfera cotidiana estival de ""juventud, playa y boliche"", a la dimensión sociológica. Esto coloca en el primer plano de la agenda mediática, las categorías de odio, clase y discriminación racial que reviste el homicidio. Así lo considera Carmela Moreau, asesora de gobierno, quien desde el momento en que se conoció el asesinato se acercó a la familia de Fernando, y hoy impulsa el ""Plan nacional Fernando Báez Sosa"", como proyecto de ley. Podría tratarse en el Congreso si se valida la petición de sumarlo a los 27 puntos que requieren de las sesiones extraordinarias que se inician el 23 de enero.",Sociedad
Santa Fe: identifican dos casos de intoxicaciones por cocaína adulterada,Lanzan alerta a todos los hospitales de la provincia,"El Ministerio de Salud santafesino comunicó este viernes que identificaron dos casos de intoxicación por el consumo de cocaína adulterada. Las autoridades aún no pudieron identificar la sustancia contaminante, pero estiman que se trata de levamisol, un antiparasitario de uso veterinario. ",Sociedad
Efemérides de hoy: qué pasó un 21 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 21 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
"""Saben que hicieron las cosas mal, pero no saben cómo arreglarlo""",Las familias damnificadas por el derrumbe en el Barrio Mujica insisten en la falta de respuesta del GCBA,"Las 26 familias que se quedaron sin casa el miércoles pasado por culpa de una mala demolición de una empresa de la Ciudad denuncian que continúan sin respuesta. “Nos dicen que es su culpa, que aceptan la responsabilidad, pero con eso no hacemos nada. Nadie me devuelve esos 20 años que tiraron abajo”, sostuvo una de las vecinas, que está viviendo bajo la autopista Illia, a este diario. ",Sociedad
La esperada lluvia se hizo sentir en distintos puntos del país ,"Salta, Formosa, Chaco y Corrientes estuvieron bajo alerta roja por temperaturas extremas","Las alertas emitidas desde hora temprana se cumplieron, y al caer la tarde comenzó a llover en la Ciudad de Buenos Aires, como así también en varias provincias, con granizo en algunas regiones de Córdoba y Santa Fe, en medio de una marcada sequía que afecta a todo el país.",Sociedad
Alto costo de los alimentos sanos,Informe de la FAO para América Latina y el Caribe,"“En nuestra región es más costoso acceder a dietas saludables, en comparación con el resto del mundo”, señala el nuevo informe “Panorama regional de la seguridad alimentaria y nutricional en América Latina y el Caribe 2022”, elaborado por la Organización de las Naciones Unidas para la Agricultura y la Alimentación (FAO); el Fondo Internacional de Desarrollo Agrícola (FIDA); el Programa Mundial de Alimentos (WFP, por sus siglas en inglés); OPS/OMS y UNICEF.",Sociedad
Hallaron una colonia de 500 pingüinos emperador en la Antártida,"""Es pequeña y se encuentra en una zona muy afectada por el deshielo"", advirtieron los investigadores","Gracias a evidencias observadas en imágenes satelitales, científicos británicos anunciaron que lograron identificar en la Antártida una colonia de pingüinos emperador desconocida hasta ahora. Los expertos recordaron que el hallazgo resulta relevante porque la especie se encuentra gravemente amenazada por el calentamiento global.",Sociedad
Oficializaron el nuevo formulario de Certificado Médico Oficial para personas con discapacidad  ,Con la publicación de la Resolución 70/2023 en el Boletín Oficial,"Con la publicación en el Boletín Oficial de la Resolución 70/2023 de la Agencia Nacional de Discapacidad (Andis), quedó oficializado el nuevo formulario de Certificado Médico Oficial (CMO) para personas con discapacidad. ",Sociedad
"Violencia de género: arrojaron miles de ""manzanas podridas"" ante Scotland Yard ",Acción de una ONG de mujeres en protesta por abusos cometidos por policías,"En una acción de protesta, una ONG de mujeres arrojó miles de ""manzanas podridas"" ante la sede de la Policía Metropolitana de Londres (Met), conocida como New Scotland Yard, para alertar sobre las denuncias de abuso que involucran a oficiales de la fuerza.",Sociedad
Padres de Natalia Melmann pidieron que no liberen a los asesinos,La Justicia debe resolver sobre la libertad anticipada de los femicidas,"Los padres de Natalia Melmann, la adolescente de 15 años asesinada en la localidad balnearia de Miramar en 2001, pidieron este viernes que no se les otorgue la libertad anticipada a dos de los expolicías condenados por el crimen, al participar de una audiencia en la Cámara de Apelaciones de Mar del Plata, que en los próximos días deberá resolver si les otorga o no el beneficio a los sentenciados.""No puedo creer que puedan salir en libertad, sabemos que si salen volverán a cometer delitos en Miramar"", sostuvo Gustavo Melmann, padre de la adolescente, en diálogo con los medios de prensa que lo esperaban en la puerta de los tribunales situados en Tucumán a 2450, de Mar del Plata, donde participó de la audiencia.""Tuve que escuchar a (la abogada defensora Patricia) Perello, después de 22 años del crimen, decir que fue un juicio nulo, que son inocentes y que fueron mal juzgados. Es increíble lo que escuché, es una barbaridad porque la causa fue revisada por todos los tribunales del país"", sostuvo.""El problema es que torturaron, violaron, mataron y la tiraron como basura a una jovencita de quince años y saldrán en libertad, estoy devastado"", añadió Melmann.En tanto Laura Calampuca, madre de Natalia, se mostró indignada: ""Acabo de escuchar muchas mentiras, siento que me acaba de atropellar un tren"".""Lo único que sé es que hace 22 años que no veo a mi hija y yo lo que quiero es bailar, abrazarla, pero su lugar es muy reducido. No soy creyente pero si Dios existe estos tipos no merecen ni el perdón de Dios"", manifestó la mujer entre lágrimas.Y dijo que los expolicías condenados ""no pueden volver a salir"", ya que ""son dos asesinos, no pidieron perdón, dicen que no lo hicieron y los ADN que encontraron en el cuerpo eran de ellos"". ""Alguien tiene que tener las pelotas suficientes para decretar la perpetuidad en este tipo de casos"", agregó.Por su parte, la defensora de los expolicías Oscar Echenique (61) y Ricardo Anselmini (53), Patricia Perello, dijo a Télam ""ambos reúnen las condiciones para recibir la libertad condicional"".""Los informes del Servicio Penitenciario son favorables, tienen buen concepto, nunca tuvieron infracción, tienen conducta ejemplar y ya cumplieron el tiempo legal que establece la ley y es lo que deben hacer"", afirmo la letrada.""Los jueces resolverán en el plazo de los cinco días hábiles"", estimó.Mientras que se realizaba la audiencia, que comenzó cerca de las 10, amigos y allegados a la familia Melmann se reunieron frente a los tribunales para exigir que no se les conceda la libertad anticipada.Los expolicías Echenique y Anselmini fueron condenados a prisión perpetua por secuestrar, torturar, abusar y asesinar a la menor de edad y, en base al tiempo transcurrido en prisión, pidieron ser beneficiados con la libertad.Además de Echenique y Anselmini también fue condenado a prisión perpetua como coautor del femicidio otro policía, Ricardo Suárez (58), y a los tres les atribuyeron los delitos de ""rapto, abuso sexual con acceso carnal agravado por la pluralidad de personas y homicidio criminis causa"".El hecho ocurrió el 4 de febrero de 2001, cuando Natalia fue obligada a subir a una camioneta de la Policía bonaerense y llevada a una casa ubicada en el extremo sur de la ciudad de Miramar. En esa vivienda, fue torturada, abusada sexualmente y estrangulada con el cordón de una de sus zapatillas.Los tres policías trasladaron luego el cuerpo al vivero Florentino Ameghino, donde lo ocultaron con un montículo de hojas, pero fue hallado cuatro días más tarde durante uno de los tantos rastrillajes que se realizaron por esa zona.El crimen provocó la reacción de la comunidad local, que encabezó junto a los familiares y allegados de la adolescente múltiples marchas para pedir por el esclarecimiento del caso y produjo incluso un impacto político: el entonces presidente, Fernando De la Rúa, se reunió pocos días después con los padres de la víctima en Miramar.En septiembre de 2002, el Tribunal Oral en lo Criminal (TOC) 2 de Mar del Plata condenó a Echenique, Anselmini y Suárez a prisión perpetua y a 25 años de cárcel al exconvicto Gustavo ""Gallo"" Fernández, por su participación en el secuestro, aunque la pena fue reducida luego a 10 años de prisión.En tanto que en junio de 2018 se celebró un nuevo juicio a un cuarto policía, Ricardo Panadero (63), imputado como coautor de ""privación ilegítima de la libertad por el uso de violencia, abuso sexual agravado por acceso carnal y por el concurso de dos o más personas, y homicidio doblemente agravado por haberse cometido para lograr la impunidad de los coautores de un delito anterior"".Panadero fue absuelto en ese proceso porque los jueces consideraron que no pudo acreditarse la acusación, pero el fallo fue apelado por la fiscalía y por el abogado de la familia de Natalia.El 13 de noviembre de 2019, la Sala III del Tribunal de Casación bonaerense anuló esa absolución y ordenó la realización de un nuevo proceso, que está previsto que se designe una nueva fecha para este 2023.",Sociedad
Establecen procedimiento para terrenos a expropiar a la hora de constituir barrios populares  ,Un primer paso hacia la integración sociourbana de los asentamientos,"El Ministerio de Desarrollo Social estableció un procedimiento para realizar las determinaciones de los inmuebles a expropiar donde están asentados los barrios populares, un primer paso necesario a la hora de constituir e integrar estos espacios.A través de la Resolución 19/2023, el área conducida por Victoria Tolosa Paz facultó a la Secretaría de Integración Socio-Urbana a efectuar las determinaciones de los inmuebles donde está asentados los barrios que conforman el Registro Nacional de Barrios Populares en Proceso de Integración Urbana (Renabap).Estos barrios están compuestos, como mínimo, por ocho familias agrupadas o contiguas donde más de la mitad de la población no cuenta ni con título de propiedad ni con acceso regular a por lo menos dos servicios públicos, como agua corriente, red eléctrica con medidos o red cloacal.Como paso previo a la expropiación de estos terrenos y a la “integración sociourbana” de estos barrios a través de la mejora de su infraestructura, acceso a servicios y la mitigación ambiental, resulta necesario determinar e individualizar los bienes de estos terrenos.La determinación de los inmuebles es “un primer paso en el largo camino de integración urbana de barrios populares”, por lo cual “debe desarrollarse un proceso que permita la implementación en escala acorde a la magnitud de los bienes comprendidos en el registro”, señalan los considerandos.Este proceso, que va más allá de la definición de los límites geográficos de los terrenos, permite una mejor eficiencia en la “utilización de los fondos públicos necesarios para las obras de integración sociourbana”.La normativa especifica que, a través del proceso de determinación de los terrenos e inmuebles a expropiar, se deberá elaborar un informe técnico con los límites del barrio popular y un plano descriptivo al croquis de los inmuebles involucrados que delimite su ubicación respecto al entorno y su conformación geométrica.Del mismo modo, se deberá brindar información catastral con nomenclatura catastral y número de partida, y padrón o matrícula catastral de los inmuebles afectados.Toda esta información --señala la resolución-- será incorporada al Renabap y se notificará a la Agencia de Administración de Bienes del Estado (AABE) para que procesa a las “labores de individualización en un todo” y posteriormente expropie los terrenos.",Sociedad
"Violencia de género: arrojaron miles de ""manzanas podridas"" ante Scotland Yard ",Acción de una ONG de mujeres en protesta por abusos cometidos por policías,"En una acción de protesta, una ONG de mujeres arrojó miles de ""manzanas podridas"" ante la sede de la Policía Metropolitana de Londres (Met), conocida como New Scotland Yard, para alertar sobre las denuncias de abuso que involucran a oficiales de la fuerza.",Sociedad
Padres de Natalia Melmann pidieron que no liberen a los asesinos,La Justicia debe resolver sobre la libertad anticipada de los femicidas,"Los padres de Natalia Melmann, la adolescente de 15 años asesinada en la localidad balnearia de Miramar en 2001, pidieron este viernes que no se les otorgue la libertad anticipada a dos de los expolicías condenados por el crimen, al participar de una audiencia en la Cámara de Apelaciones de Mar del Plata, que en los próximos días deberá resolver si les otorga o no el beneficio a los sentenciados.""No puedo creer que puedan salir en libertad, sabemos que si salen volverán a cometer delitos en Miramar"", sostuvo Gustavo Melmann, padre de la adolescente, en diálogo con los medios de prensa que lo esperaban en la puerta de los tribunales situados en Tucumán a 2450, de Mar del Plata, donde participó de la audiencia.""Tuve que escuchar a (la abogada defensora Patricia) Perello, después de 22 años del crimen, decir que fue un juicio nulo, que son inocentes y que fueron mal juzgados. Es increíble lo que escuché, es una barbaridad porque la causa fue revisada por todos los tribunales del país"", sostuvo.""El problema es que torturaron, violaron, mataron y la tiraron como basura a una jovencita de quince años y saldrán en libertad, estoy devastado"", añadió Melmann.En tanto Laura Calampuca, madre de Natalia, se mostró indignada: ""Acabo de escuchar muchas mentiras, siento que me acaba de atropellar un tren"".""Lo único que sé es que hace 22 años que no veo a mi hija y yo lo que quiero es bailar, abrazarla, pero su lugar es muy reducido. No soy creyente pero si Dios existe estos tipos no merecen ni el perdón de Dios"", manifestó la mujer entre lágrimas.Y dijo que los expolicías condenados ""no pueden volver a salir"", ya que ""son dos asesinos, no pidieron perdón, dicen que no lo hicieron y los ADN que encontraron en el cuerpo eran de ellos"". ""Alguien tiene que tener las pelotas suficientes para decretar la perpetuidad en este tipo de casos"", agregó.Por su parte, la defensora de los expolicías Oscar Echenique (61) y Ricardo Anselmini (53), Patricia Perello, dijo a Télam ""ambos reúnen las condiciones para recibir la libertad condicional"".""Los informes del Servicio Penitenciario son favorables, tienen buen concepto, nunca tuvieron infracción, tienen conducta ejemplar y ya cumplieron el tiempo legal que establece la ley y es lo que deben hacer"", afirmo la letrada.""Los jueces resolverán en el plazo de los cinco días hábiles"", estimó.Mientras que se realizaba la audiencia, que comenzó cerca de las 10, amigos y allegados a la familia Melmann se reunieron frente a los tribunales para exigir que no se les conceda la libertad anticipada.Los expolicías Echenique y Anselmini fueron condenados a prisión perpetua por secuestrar, torturar, abusar y asesinar a la menor de edad y, en base al tiempo transcurrido en prisión, pidieron ser beneficiados con la libertad.Además de Echenique y Anselmini también fue condenado a prisión perpetua como coautor del femicidio otro policía, Ricardo Suárez (58), y a los tres les atribuyeron los delitos de ""rapto, abuso sexual con acceso carnal agravado por la pluralidad de personas y homicidio criminis causa"".El hecho ocurrió el 4 de febrero de 2001, cuando Natalia fue obligada a subir a una camioneta de la Policía bonaerense y llevada a una casa ubicada en el extremo sur de la ciudad de Miramar. En esa vivienda, fue torturada, abusada sexualmente y estrangulada con el cordón de una de sus zapatillas.Los tres policías trasladaron luego el cuerpo al vivero Florentino Ameghino, donde lo ocultaron con un montículo de hojas, pero fue hallado cuatro días más tarde durante uno de los tantos rastrillajes que se realizaron por esa zona.El crimen provocó la reacción de la comunidad local, que encabezó junto a los familiares y allegados de la adolescente múltiples marchas para pedir por el esclarecimiento del caso y produjo incluso un impacto político: el entonces presidente, Fernando De la Rúa, se reunió pocos días después con los padres de la víctima en Miramar.En septiembre de 2002, el Tribunal Oral en lo Criminal (TOC) 2 de Mar del Plata condenó a Echenique, Anselmini y Suárez a prisión perpetua y a 25 años de cárcel al exconvicto Gustavo ""Gallo"" Fernández, por su participación en el secuestro, aunque la pena fue reducida luego a 10 años de prisión.En tanto que en junio de 2018 se celebró un nuevo juicio a un cuarto policía, Ricardo Panadero (63), imputado como coautor de ""privación ilegítima de la libertad por el uso de violencia, abuso sexual agravado por acceso carnal y por el concurso de dos o más personas, y homicidio doblemente agravado por haberse cometido para lograr la impunidad de los coautores de un delito anterior"".Panadero fue absuelto en ese proceso porque los jueces consideraron que no pudo acreditarse la acusación, pero el fallo fue apelado por la fiscalía y por el abogado de la familia de Natalia.El 13 de noviembre de 2019, la Sala III del Tribunal de Casación bonaerense anuló esa absolución y ordenó la realización de un nuevo proceso, que está previsto que se designe una nueva fecha para este 2023.",Sociedad
Establecen procedimiento para terrenos a expropiar a la hora de constituir barrios populares  ,Un primer paso hacia la integración sociourbana de los asentamientos,"El Ministerio de Desarrollo Social estableció un procedimiento para realizar las determinaciones de los inmuebles a expropiar donde están asentados los barrios populares, un primer paso necesario a la hora de constituir e integrar estos espacios.A través de la Resolución 19/2023, el área conducida por Victoria Tolosa Paz facultó a la Secretaría de Integración Socio-Urbana a efectuar las determinaciones de los inmuebles donde está asentados los barrios que conforman el Registro Nacional de Barrios Populares en Proceso de Integración Urbana (Renabap).Estos barrios están compuestos, como mínimo, por ocho familias agrupadas o contiguas donde más de la mitad de la población no cuenta ni con título de propiedad ni con acceso regular a por lo menos dos servicios públicos, como agua corriente, red eléctrica con medidos o red cloacal.Como paso previo a la expropiación de estos terrenos y a la “integración sociourbana” de estos barrios a través de la mejora de su infraestructura, acceso a servicios y la mitigación ambiental, resulta necesario determinar e individualizar los bienes de estos terrenos.La determinación de los inmuebles es “un primer paso en el largo camino de integración urbana de barrios populares”, por lo cual “debe desarrollarse un proceso que permita la implementación en escala acorde a la magnitud de los bienes comprendidos en el registro”, señalan los considerandos.Este proceso, que va más allá de la definición de los límites geográficos de los terrenos, permite una mejor eficiencia en la “utilización de los fondos públicos necesarios para las obras de integración sociourbana”.La normativa especifica que, a través del proceso de determinación de los terrenos e inmuebles a expropiar, se deberá elaborar un informe técnico con los límites del barrio popular y un plano descriptivo al croquis de los inmuebles involucrados que delimite su ubicación respecto al entorno y su conformación geométrica.Del mismo modo, se deberá brindar información catastral con nomenclatura catastral y número de partida, y padrón o matrícula catastral de los inmuebles afectados.Toda esta información --señala la resolución-- será incorporada al Renabap y se notificará a la Agencia de Administración de Bienes del Estado (AABE) para que procesa a las “labores de individualización en un todo” y posteriormente expropie los terrenos.",Sociedad
El juicio por el crimen de Báez Sosa: la estrategia de los rugbiers para evitar la prisión perpetua,Qué se espera en la etapa de alegatos,"A tres semanas del inicio del juicio por el crimen de Fernando Báez Sosa todas las miradas apuntan a la estrategia de los ocho rugbiers acusados por el homicidio para evitar una eventual condena a prisión perpetua, luego de que varios de ellos pidieran declarar en las últimas audiencias para despegarse del golpe que le provocó la muerte al joven de 18 años a la salida del boliche Le Brique de Villa Gesell hace tres años. Ahora, la incógnita transcurre por cuál será el plan de la defensa en los alegatos, a partir de la semana que viene.",Sociedad
Alertas rojas del SMN por calor extremo para cuatro provincias,"La advertencia rige para sectores de Salta, Formosa, Chaco y Corrientes","Para algunas zonas de Salta, Formosa, Chaco y Corrientes, este viernes el Servicio Meteorológico Nacional (SMN) emitió alertas rojas por temperaturas elevadas extremas, con máximas pronosticadas en torno a los 40 grados. El organismo precisó que se trata de marcas que tienen un ""efecto alto a extremo en la salud"".",Sociedad
Ola de calor: alertas amarilla y naranja por tormentas en nueve provincias y CABA,"Anuncian fuertes precipitaciones, ráfagas y granizo en algunas localidades","El Servicio Meteorológico Nacional (SMN) dictó alertas naranja y amarilla por tormentas para nueve provincias y la ciudad de Buenos Aires. La advertencia anticipó precipitaciones acumuladas previstas de entre 30 y 60 milímetros, fuertes ráfagas y granizo en algunas localidades.",Sociedad
Efemérides de hoy: qué pasó un 20 de enero,Hechos que ocurrieron en la Argentina y el mundo,En las efemérides del 20 de enero sobresalen estos hechos que ocurrieron un día como hoy en la Argentina y el mundo:,Sociedad
Uruguay: investigan una violación grupal en una fiesta en Punta del Este,Una joven denunció que fue drogada y abusada,"Una joven denunció que fue drogada y violada por tres hombres durante una fiesta privada en Punta del Este. Mientras avanza la investigación, la Justicia uruguaya imputó a los acusados, quienes permanecen en libertad. El Juzgado de Familia dispuso la prohibición de acercamiento a la víctima.",Sociedad
Cómo son las vacunas bivalentes contra la covid-19,Protegen 8 veces más contra ómicron,"Las vacunas bivalentes son las que protegen ante dos variantes de la covid-19 -la original, detectada en Wuhan, China, y la mutación denominada ómicron-. Desde este miércoles, las nuevas vacunas comenzaron a aplicarse en Mendoza y la Ciudad de Buenos Aires (CABA).",Sociedad
